商品名稱,商品網址,賣家名稱,賣家ID,認證
HD5 雙USB車用藍牙MP3【老車變新車】 藍芽車充 可通話 SD卡/隨身碟播 快速充電 免持通話 導航語音播報,https://tw.bid.yahoo.com/item/100351675071,Woori 3C,Y3144303313,商家未設定，可能是：CCAH16LP3840T1
?安博盒子網拍總評價超五萬4G+64G?X10 UBOX8送豪禮安博PRO S電視盒7代藍芽保12月不怕變維修孤兒⚡,https://tw.bid.yahoo.com/item/100387942459,~ JoyToShop 揪團購物 ~店鋪,Y0329592464,未標明
藍牙5.0透傳模塊TB-02開發板天貓精靈/AT固件控制板套件ble mesh,https://tw.bid.yahoo.com/item/100958025383,香港百匯科技店鋪,Y5273207987,未標明
慶雙十 超狂優惠  AUTONET 大吉國際 MAZDA M5 汽車導航 音響 影音  藍芽 數位電視 倒車影像功能,https://tw.bid.yahoo.com/item/100832645803,大吉國際,Y2761269837,未標明
小米藍牙耳機 AirDots 超值版 Redmi AirDots 紅米耳機 無線藍牙耳機 運動隱形耳機 磁吸藍芽耳機,https://tw.bid.yahoo.com/item/100717670753,Woori 3C,Y3144303313,CCAK19LP1090T2
玄玄電力站 evbox 易播5MAX最強的藍芽語音盒子  送注音搜尋,https://tw.bid.yahoo.com/item/100054967101,玄玄電力站,Y6455566221,CCAH14LP1810T5
F9-5 觸控式 電量顯示 5.0 藍芽耳機 迷你藍芽耳機 藍芽 藍牙耳機 運動耳機 藍牙無線耳機,https://tw.bid.yahoo.com/item/100807604326,方程式單車店鋪,Y9167573335,未標明
藍芽語音遙控  買就送可中文搜尋 安博盒子8 PRO MXA 4G 64G  玄玄電力站  高階限量純淨版,https://tw.bid.yahoo.com/item/100047412777,玄玄電力站,Y6455566221,商家未設定，可能是：CCAP20LP1200T9
無線藍牙音箱手機電腦迷妳便攜音響20w大音量功率低音炮家用辦公旅行戶外3d環繞重低音精美,https://tw.bid.yahoo.com/item/100585306379,Y2608287793@,Y2608287793,未標明
~*小竹生活*~HANLIN-BTR8 觸控防汗水超小藍牙耳機 、真無線、超快連。超越蘋果5小時播放音樂手機平板工作開車,https://tw.bid.yahoo.com/item/100761660971,~*小竹生活*~,Y7691683809,CCAP19LP3880T0
無線耳機保護殼 耳機套少女心粉色可愛airpods保護套airpodspro保護殼蘋果耳機airpods2無線藍牙個性創意ins超火女生2/3代殼套硅膠,https://tw.bid.yahoo.com/item/100832649743,都市尚品店鋪,Y0606178931,未標明
無線耳機保護殼 耳機套韓國airpods2保護套卡通防丟收納蘋果無線藍牙耳機殼硅膠盒可愛潮,https://tw.bid.yahoo.com/item/100832649876,都市尚品店鋪,Y0606178931,未標明
藍牙5.0耳機 IPX7防水 充電倉電量顯示 旋轉充電倉掛繩設計 重低音 電競耳機,https://tw.bid.yahoo.com/item/100557492050,恩特萬國際有限公司,Y5965387501,CCAP19LP0050T9
全新 KEERRUI TWS 紅/灰色 可串聯雙耳藍芽耳機 藍芽5.0 藍牙耳機 附耳機充電倉 單耳45mAh 3C,https://tw.bid.yahoo.com/item/100712838041,Y5296118215,Y5296118215,未標明
CC2541 低功耗 BLE藍牙4.0模塊 串口模塊 蘋果 安卓 數據透傳模塊,https://tw.bid.yahoo.com/item/100958026566,香港百匯科技店鋪,Y5273207987,未標明
無線耳機保護殼 耳機套訊茲AirpodsPro蘋果airpods2代防掉耳掛保護套殼AirPods Pro3代無線藍牙耳機硅膠掛鉤防丟繩防滑耳套貼紙配件,https://tw.bid.yahoo.com/item/100832649738,都市尚品店鋪,Y0606178931,未標明
4P觸點智能手錶磁吸充電線 適用 S1 GT88 藍牙手錶充電線 藍牙手環充電線 藍芽手錶充電線,https://tw.bid.yahoo.com/item/100291794455,A-HUNG x 阿宏拍賣,Y9665415384,未標明
Vtech偉易達 ES1610-2 TW(藍芽整合家用無線電話機)(黑)(咖啡),https://tw.bid.yahoo.com/item/100535657412,★原創數位★,Y4971036610,未標明
[黑兄小弟] [療癒系] 法鬥犬造型 多功能無線藍芽喇叭 NANO,https://tw.bid.yahoo.com/item/100452258320,黑兄小弟,Y3132726820,未標明
JDY-33帶底板 雙模藍牙 SPP藍牙 SPP-C 兼容HC-05/06 打印機藍牙,https://tw.bid.yahoo.com/item/100958027507,香港百匯科技店鋪,Y5273207987,未標明
USB轉GSM模塊 短信收發 四頻GSM/GPRS SIM800C帶藍牙 Your Cee,https://tw.bid.yahoo.com/item/100958027044,香港百匯科技店鋪,Y5273207987,未標明
無線耳機保護殼 耳機套韓國新款卡通蘋果Airpods耳機保護套趣味情侶airpods2代創意硅膠軟殼盒子套防丟無線藍牙防摔耳機包可愛女潮,https://tw.bid.yahoo.com/item/100832649796,都市尚品店鋪,Y0606178931,未標明
1MORE 萬魔 Stylish E1026BT-Ⅰ 時尚真無線藍芽耳機-I 未拆封,https://tw.bid.yahoo.com/item/100791686685,snow的全新品出清,Y5017561270,CCAK19LP0350T0
無線耳機保護殼 耳機套蝙蝠俠戰車蘋果Airpods耳機保護套airpods2代個性創意硅膠軟殼盒子套ins防丟無線藍牙防摔耳機包新款潮牌男女,https://tw.bid.yahoo.com/item/100832649975,都市尚品店鋪,Y0606178931,未標明
無線耳機保護殼 耳機套airpods保護套airpods3代保護殼2代1蘋果pro3藍牙無線耳機套ipod充電盒aipods2三代pro軟殼硅膠ins創意冰淇淋,https://tw.bid.yahoo.com/item/100832649259,都市尚品店鋪,Y0606178931,未標明
無線耳機保護殼 耳機套日韓卡通情侶airpods2保護殼蘋果藍牙耳機套防丟摔掛繩皮質可愛女,https://tw.bid.yahoo.com/item/100832650091,都市尚品店鋪,Y0606178931,未標明
【刀鋒】小米藍牙耳機Air 現貨 藍牙耳機 Bluetooth 入耳式 Airpods,https://tw.bid.yahoo.com/item/100557491348,刀鋒iPhone維修中心店鋪,Y2109888250,CCAP19LP1440T1
?安博盒子網拍總評價超五萬4G+64G?X10 UBOX8送豪禮安博PRO S電視盒7代藍芽保12月不怕變維修孤兒⚡,https://tw.bid.yahoo.com/item/100387942459,~ JoyToShop 揪團購物 ~店鋪,Y0329592464,未標明
D254【包大人】 紐曼便攜式手提藍牙拉桿移動廣場舞音響音箱戶外晨練地攤播放器FM,https://tw.bid.yahoo.com/item/100418211576,包大人的店,Y8776003233,未標明
無線耳機保護殼 耳機套卡通可愛鴨airpods保護套2代蘋果無線藍牙硅膠耳機套個性防殼情侶,https://tw.bid.yahoo.com/item/100832649162,都市尚品店鋪,Y0606178931,未標明
無線耳機保護殼 耳機套airpods保護套airpods2軟可愛少女2代創意ins珍珠奶茶透明簡約蘋果藍牙耳機殼液態硅膠無線通用耳塞套二代,https://tw.bid.yahoo.com/item/100832649473,都市尚品店鋪,Y0606178931,未標明
藍牙4.0透傳模塊 CC2541 BLE模塊 支持UART/PWM控制 主從一體,https://tw.bid.yahoo.com/item/100958026479,香港百匯科技店鋪,Y5273207987,未標明
無線耳機保護殼 耳機套AirPods保護套全包防摔airpods2帶掛鉤1液態硅膠蘋果藍牙耳機盒殼,https://tw.bid.yahoo.com/item/100832649981,都市尚品店鋪,Y0606178931,未標明
MP3解碼接收板 藍牙音頻模塊無損車載音箱功放改裝藍牙4.1電路DIY,https://tw.bid.yahoo.com/item/100958026638,香港百匯科技店鋪,Y5273207987,未標明
酷然 登山杖藍牙自拍桿登山配件手機自拍神器 折疊杖無法使用,https://tw.bid.yahoo.com/item/100975153142,斯波特小店店鋪,Y9617912833,未標明
V4.2藍芽適配器＋無線PTT  可同時連接無線電＋行動電話 無線藍芽PTT 對講機藍芽PTT 藍芽耳機 無線PTT,https://tw.bid.yahoo.com/item/100333535758,波霸無線電04-23781199店鋪,Y0720434696,未標明
551【包大人】小鋼炮重音升級版 重金屬藍芽喇叭 藍牙喇叭 喇叭 播放器 耳機 藍芽揚聲器 音響 免持通話,https://tw.bid.yahoo.com/item/100443784092,包大人的店,Y8776003233,未標明
無線耳機保護殼 耳機套airpods耳機保護套airpodspro透明硅膠軟殼airpods2代全包防摔pro3蘋果無線藍牙充電盒防丟掛鉤超薄潮ins水晶,https://tw.bid.yahoo.com/item/100832649401,都市尚品店鋪,Y0606178931,未標明
SIM800C GSM/GPRS模塊 小體積 帶藍牙 替代SIM900A模塊 Your Cee,https://tw.bid.yahoo.com/item/100958027112,香港百匯科技店鋪,Y5273207987,未標明
日本 Cowin E7S 無線藍牙耳機 公司貨 耳罩式 主動降噪 30H續航力 可連接 手機 電視 電腦,https://tw.bid.yahoo.com/item/100811348440,@永德3C 柑仔店@店鋪,Y3677091199,未標明
?安博盒子網拍總評價超五萬4G+64G?X10 UBOX8送豪禮組另有PRO2 PROS藍芽保12月PROS X9,https://tw.bid.yahoo.com/item/100085472393,~ JoyToShop 揪團購物 ~店鋪,Y0329592464,未標明
無線耳機保護殼 耳機套肉肉醬抹茶冰淇淋適用1/2代airpods保護套pro3蘋果無線藍牙耳機女,https://tw.bid.yahoo.com/item/100832649592,都市尚品店鋪,Y0606178931,未標明
【無賴小舖】PD18W 藍牙5.0 急速車充 MP3播放器 可通話 車載雙USB車充 播音樂 藍芽/SD卡/隨身碟播放,https://tw.bid.yahoo.com/item/100757845497,⭐️無賴WL小舖⭐️,Y0182959712,商家未設定，可能是：CCAJ20LP0360T5
《小眾數位》可試聽 Urbanears Ralis 攜帶式藍牙喇叭 時裝紅 防潑水設計 空間感佳 藍牙5.0 公司貨,https://tw.bid.yahoo.com/item/100645589853,小眾數位3C周邊&品牌耳機專賣店店鋪,Y4376485395,未標明
無線耳機保護殼 耳機套寶藍色問號蘋果airpods保護套1代2代硬殼ins無線藍牙耳機潮牌情侶,https://tw.bid.yahoo.com/item/100832648981,都市尚品店鋪,Y0606178931,未標明
玄玄電力站  買就送可中文搜尋  安博盒子8 PRO MXA 4G 64G高階限量純淨版 藍芽語音遙控,https://tw.bid.yahoo.com/item/100970825109,玄玄電力站,Y6455566221,商家未設定，可能是：CCAP20LP1200T9
HLK-M58D串口轉WIFI模塊5GWIFI2.4G雙頻通訊藍牙模塊低功耗,https://tw.bid.yahoo.com/item/100958027373,香港百匯科技店鋪,Y5273207987,未標明
【Yahoo團購】 PRO 3 藍芽耳機 Hi-Fi 高音質 非蘋果三代 AirPods Pro 同款 i6/7/8/X/11 12 Pro 安卓【標準版】,https://tw.bid.yahoo.com/item/100908386033,【X-STORE】699免運費店鋪,Y5852377183,CCAB45T66PA8C
PD18W 急速充電 PD車用藍牙MP3播放器 車用免持藍牙 可通話 車載雙USB車充 播音樂 藍芽/SD卡/隨身碟播放,https://tw.bid.yahoo.com/item/100923481700,Woori 3C,Y3144303313,商家未設定，可能是：CCAJ20LP0360T5
藍芽耳機airpods保護套 獨家原創新款 漸變極光色airpods2保護套硬殼蘋果無線藍牙耳機,https://tw.bid.yahoo.com/item/100844645238,樂芙物語店鋪,Y5884569065,未標明
藍牙串口模塊 51單片機 SPP-CA模組 無線透傳數據模組,https://tw.bid.yahoo.com/item/100958026369,香港百匯科技店鋪,Y5273207987,未標明
I9S 真無線耳機 藍芽耳機 藍芽5.0 磁吸式收納盒 藍牙耳機 耳機 iPhone,https://tw.bid.yahoo.com/item/100024673873,方程式單車店鋪,Y9167573335,商家未設定，可能是：CCAL19LP3010T1
俗很大~馬自達MPV-安裝8核心2G+32G天櫻牌10.1吋旋轉通用安卓機+正版導航/藍芽/可撥放YOUTUBE,https://tw.bid.yahoo.com/item/100681605162,俗很大~汽車音響配件大賣場,Y4362896719,未標明
無線耳機保護殼 耳機套創意甜筒airpods pro保護套2/3代個性蘋果無線藍牙硅膠耳機軟套女,https://tw.bid.yahoo.com/item/100832649645,都市尚品店鋪,Y0606178931,未標明
無線耳機保護殼 耳機套Jeefanco【升級版】蘋果Airpods2保護套二代airpods1代殼盒子套藍牙無線耳機套防丟掛繩防塵貼紙清潔掛件硅膠,https://tw.bid.yahoo.com/item/100832650132,都市尚品店鋪,Y0606178931,未標明
慶雙十 超狂優惠 RAV4  AUTONET  大吉國際 汽車音響主機 導航 影音  藍芽 數位電視 倒車影像功能,https://tw.bid.yahoo.com/item/100832648617,大吉國際,Y2761269837,未標明
D252【包大人】紐曼便攜式手提藍牙拉桿移動廣場舞音響音箱戶外晨練地攤播放器FM,https://tw.bid.yahoo.com/item/100418210641,包大人的店,Y8776003233,未標明
【開發票 熱銷破千 好評不斷】重低音喇叭 藍芽喇叭 手提音響 手提音箱 汽車喇叭 藍牙喇叭 usb藍牙音響 音響,https://tw.bid.yahoo.com/item/100179082353,鴻嘉源通訊科技店鋪,Y6598387039,商家未設定，可能是：CCAH17LP1820T6
無線耳機保護殼 耳機套潮牌AirPods保護套墨綠色新款蘋果藍牙無線1/2代蘋果耳機硅膠殼軟,https://tw.bid.yahoo.com/item/100832649600,都市尚品店鋪,Y0606178931,未標明
無線耳機保護殼 耳機套airpods保護套airpods2蘋果耳機套3硅膠軟殼二代無線藍牙保護殼iphone盒子套ipods套潮通用airpodspro保護殼,https://tw.bid.yahoo.com/item/100832650173,都市尚品店鋪,Y0606178931,未標明
?安博盒子旗艦純淨越獄版⚡網拍總評價超五X9安博PROS電視盒7代藍芽保12月不怕變維修孤兒】PR,https://tw.bid.yahoo.com/item/100323456540,~ JoyToShop 揪團購物 ~店鋪,Y0329592464,未標明
1  BOROFONE BE10 靈動二合一藍芽耳機,https://tw.bid.yahoo.com/item/100620311528,肆號店鋪massada597903店鋪,Y0163980530,商家未設定，可能是：CCAJ17LP1760E6
藍牙V4.1 立體聲音頻模塊 BK3254 FM收音/TF卡/U盤/紅外遙控,https://tw.bid.yahoo.com/item/100958026862,香港百匯科技店鋪,Y5273207987,未標明
【UCI電子】(16-1) 原廠正品 HC-05 藍芽模組 主從一體 帶底板 RS232 可AT模式,https://tw.bid.yahoo.com/item/100116120971,㊣UCI電子㊣ 專營電子零件.模組,Y3083175903,未標明
HD5 雙USB車用藍牙MP3【老車變新車】 藍芽車充 可通話 SD卡/隨身碟播 快速充電 免持通話 導航語音播報,https://tw.bid.yahoo.com/item/100351675071,Woori 3C,Y3144303313,商家未設定，可能是：CCAH16LP3840T1
無線耳機保護殼 耳機套可愛紫色小熊airpods pro保護套蘋果藍牙無線2/3代耳機套卡通女潮,https://tw.bid.yahoo.com/item/100832649773,都市尚品店鋪,Y0606178931,未標明
無線耳機保護殼 耳機套NASA宇航員airpods保護套Pro蘋果無線藍牙耳機殼1/2盒子3代軟情侶,https://tw.bid.yahoo.com/item/100832650252,都市尚品店鋪,Y0606178931,未標明
藍牙4.0模塊主控CSR8635 藍牙音箱功放DIY 藍牙立體聲音頻模塊,https://tw.bid.yahoo.com/item/100958026691,香港百匯科技店鋪,Y5273207987,未標明
勾爪最新版本 插頭不鬆脫 BK-S1安全帽藍芽耳機 機車藍芽耳機 前後對講 重機安全帽藍芽耳機BKS1 BIKECOMM,https://tw.bid.yahoo.com/item/100054814240,波霸無線電04-23781199店鋪,Y0720434696,CCAI14LP1340T4
小米藍牙耳機 AirDots 超值版 Redmi AirDots 紅米耳機 無線藍牙耳機 運動隱形耳機 磁吸藍芽耳機,https://tw.bid.yahoo.com/item/100717670753,Woori 3C,Y3144303313,CCAK19LP1090T2
【東京數位】 全新 智慧 IS 愛思 08-AW 藍牙智慧通話手錶 GPS定位 計步器 APP訊息提醒 視訊通話 翻譯,https://tw.bid.yahoo.com/item/100485725247,東京數位-日韓精品手機批發店鋪,Y9576248286,未標明
【真無線雙通 藍芽5.0進階版 TYPEC充電 美式塗鴉風 】快速充電 彈窗設計 無線耳機 藍芽耳機 藍牙耳機,https://tw.bid.yahoo.com/item/100103716219,富智通訊科技店鋪,Y7221803915,CCAH20LP7450T8
時尚創意鬧鍾 簡約客廳時鍾臥室床頭鍾學生靜音夜光鍾表藍牙音箱,https://tw.bid.yahoo.com/item/100513775520,陽光家居-可開收據,Y5650688621,未標明
迷你單軸手持穩定器 藍芽自拍桿 藍牙自拍棒 自拍桿 自拍神器 直播架 手機穩定器 手持穩定器,https://tw.bid.yahoo.com/item/100115031161,鴻嘉源通訊科技店鋪,Y6598387039,商家未設定，可能是：CCAH20LP0750E9
F9-5 觸控式 電量顯示 5.0 藍芽耳機 迷你藍芽耳機 藍芽 藍牙耳機 運動耳機 藍牙無線耳機,https://tw.bid.yahoo.com/item/100807604326,方程式單車店鋪,Y9167573335,未標明
玄玄電力站 易播5MAX  evbox 送注音搜尋 最強的藍芽語音盒子,https://tw.bid.yahoo.com/item/100450771072,玄玄電力站,Y6455566221,商家未設定，可能是：CCAP20LP1020T7
玄玄電力站 evbox 易播5MAX最強的藍芽語音盒子  送注音搜尋,https://tw.bid.yahoo.com/item/100054967101,玄玄電力站,Y6455566221,CCAH14LP1810T5
JDY-31藍牙3.0模塊 SPP透傳2.4GHZ 兼容HC-05/06從機 底板4針/6針,https://tw.bid.yahoo.com/item/100958026470,香港百匯科技店鋪,Y5273207987,未標明
【飛兒】AirPods 藍芽耳機 防丟 耳塞 保護套 耳機套 防塵套 防髒 防汙 替換耳塞 矽膠套 軟套 163,https://tw.bid.yahoo.com/item/100531441464,飛兒小舖手機配件專賣店店鋪,Y2289783745,未標明
【台灣商檢認證】木質藍牙喇叭 木紋無線藍芽喇叭 藍牙音箱 木質音箱 w5桌面音箱迷你音響 電腦喇叭 記憶卡/AUX播放,https://tw.bid.yahoo.com/item/100539259629,Woori 3C,Y3144303313,商家未設定，可能是：CCAJ18LP3A81T0
【台灣商檢認證】LED木紋無線藍芽喇叭 木質鬧鐘喇叭 FM廣播/記憶卡/AUX音樂播放 免持通話 桌面喇叭 床頭音箱,https://tw.bid.yahoo.com/item/100344640396,Woori 3C,Y3144303313,商家未設定，可能是：CCAJ18LP3A80T8
藍芽語音遙控  買就送可中文搜尋 安博盒子8 PRO MXA 4G 64G  玄玄電力站  高階限量純淨版,https://tw.bid.yahoo.com/item/100047412777,玄玄電力站,Y6455566221,商家未設定，可能是：CCAP20LP1200T9
無線耳機保護殼 耳機套小雛菊Airpods保護套airpodspro蘋果無線藍牙耳機套3代保護殼硬airpods2pro三代ipods充電盒潮牌透明流沙殼套,https://tw.bid.yahoo.com/item/100832652741,都市尚品店鋪,Y0606178931,未標明
無線耳機保護殼 耳機套ins同款卡通創意airpods無線藍牙耳機保護套airpods2情侶蘋果軟殼,https://tw.bid.yahoo.com/item/100832651134,都市尚品店鋪,Y0606178931,未標明
無線耳機保護殼 耳機套奶茶ins風韓國蘋果airpods2保護套iphone無線藍牙耳機防丟硅膠殼,https://tw.bid.yahoo.com/item/100832652552,都市尚品店鋪,Y0606178931,未標明
eMeet壹秘M1會議寶藍牙USB音頻視頻會議揚聲器全向麥克風商務會議,https://tw.bid.yahoo.com/item/100457040043,YOKE優客生活館~可開收據,Y2007191480,CCAI164G0030T7
無線耳機保護殼 耳機套日韓ins風櫻桃皮質airpods2代保護套airpods盒子套蘋果無線藍牙耳機收納包防丟皮質軟殼防摔可愛創意潮牌女款,https://tw.bid.yahoo.com/item/100832651553,都市尚品店鋪,Y0606178931,未標明
無線耳機保護殼 耳機套肉肉醬滑板車適用1/2代airpods保護套pro3蘋果無線藍牙耳機女可愛,https://tw.bid.yahoo.com/item/100832650727,都市尚品店鋪,Y0606178931,未標明
